"V1","V2","V3","V4"
-0.447274868619689,-0.314262423741688,0.213820409908532,0.5044551116416
-0.448066792289744,-0.115642298383044,0.188124638506124,0.48675162092524
-0.4228424045296,-0.293932524369523,0.230323073733622,0.505887005213964
-0.594023125469169,-0.238904289053239,0.216870331781293,0.498853465012358
-0.36065468632123,-0.291501569852079,0.299075750618169,0.503017819726361
-0.397015873389608,-0.388415814633001,0.305030160082155,0.536361082327704
-0.46670425070113,-0.222790800247477,0.246494747769864,0.493479556589808
-0.448587223937999,-0.255302605052986,0.309636354138471,0.511426490348021
-0.521181959548869,-0.283190233777293,0.24782133629804,0.481986987292536
-0.515491482851789,-0.326285620656527,0.167391386801747,0.472073751491897
-0.306503669191054,-0.201335245299881,0.231404601341878,0.492559533932785
-0.528926987449096,-0.24793035441374,0.297338324542256,0.52648846359449
-0.586120885885908,-0.315529660583365,0.241077586870536,0.477841044300417
-0.556534730894429,-0.231537390654805,0.244991514218957,0.505274006052184
-0.521814821171722,-0.270794453440893,0.268013983556035,0.50032646487511
-0.54420389501065,-0.316138441993803,0.259588737600104,0.503305762644536
-0.491215272199144,-0.191319699666747,0.263909298427316,0.505757974763028
-0.490428326157539,-0.173983512630903,0.247383913243023,0.505997163897633
-0.44344468803435,-0.157800588078645,0.231239231288689,0.482808451798741
-0.488340197438074,-0.186531618212009,0.294292379609248,0.48833487603832
-0.51620405081484,-0.169643891643364,0.238638568316383,0.482679614111944
-0.599808562295493,-0.331091523854621,0.203411672558519,0.465908193702868
-0.566000525585845,-0.120476219538042,0.252983822408043,0.50642005668369
-0.491058030276793,-0.160838718540483,0.201821623366524,0.465082074980709
-0.538289556231441,-0.226545666511265,0.182745184958102,0.470365007780346
-0.506609996329232,-0.335818635774342,0.272773898088498,0.48958851505909
-0.455094027011363,-0.215571296217615,0.210044150325217,0.456307742447128
-0.492030342812134,-0.199083905330184,0.318131729122254,0.555739466287423
-0.438234623279546,-0.341915055580129,0.218057949842,0.453165619169092
-0.451653410178677,-0.355228673065137,0.302603695460605,0.509572998714574
-0.397404924616768,-0.218509642674344,0.252439980574849,0.523220109449298
-0.448371443671075,-0.246855753260388,0.255420530617325,0.471176581938933
-0.369419636770082,-0.262861957634375,0.229927735524055,0.491652507457491
-0.484528953884768,-0.2361077651321,0.269963438834425,0.513952158666252
-0.405748100212391,-0.231653962112378,0.27800014218116,0.526932988222922
-0.444036041972479,-0.328780239454454,0.225564456808402,0.474838229459326
-0.363862780563297,-0.302056159241566,0.233951267562562,0.481200376298895
-0.457404693677773,-0.137643710603427,0.202379808647836,0.490570861567399
-0.559510761272064,-0.322740456674055,0.27278329707185,0.490565097037243
-0.378610222239789,-0.119790982868546,0.18030726614324,0.485792452530799
-0.366652039560339,-0.261513282353106,0.184299756684347,0.474644304976402
-0.524725390641997,-0.159275227722094,0.322735027329603,0.533383396981492
-0.501994155593567,-0.205947859006905,0.264913456265203,0.512101435280779
-0.427743434551731,-0.316420511712981,0.260333015828561,0.49761234125778
-0.439192565763807,-0.35460917393118,0.275883009612099,0.54480748490104
-0.421507914967221,-0.20503092124045,0.223974117995999,0.483531863402696
-0.474310662953742,-0.298894836391917,0.280101868097914,0.50819530623333
-0.465322413193617,-0.149621551074487,0.226441722048223,0.49555088783919
-0.356828711805832,-0.261280396827929,0.226563509501707,0.525371543048423
-0.525477081032697,-0.335345178655252,0.338390470776122,0.556821863082792
-0.560821598833602,-0.312513151163504,0.302071712972614,0.505632541644543
-0.437170488708749,-0.192668416168617,0.277200093419007,0.484770751421448
-0.490497537815072,-0.210397139868239,0.284062651400686,0.482806918465105
-0.578766186129874,-0.29290157737943,0.207458464631294,0.476904497920662
-0.39056622448591,-0.237456040716759,0.271150567486572,0.498209516909298
-0.36742695373929,-0.13626186222739,0.238079434033294,0.511952614566566
-0.62386049344298,-0.270500245115717,0.213301032480308,0.478580133535948
-0.584907799710665,-0.333666601755657,0.302017571300292,0.498689116699142
-0.561686564205835,-0.113438016662227,0.284160664813852,0.53078652789531
-0.449550327851593,-0.223271483635786,0.200613723658447,0.517184051435377
-0.608798768893893,-0.0809567107202325,0.22857825726375,0.503065111369371
-0.413244630940563,-0.176598623860874,0.277840413494495,0.495914980021706
-0.519838656224557,-0.278910145261817,0.246361328705386,0.511457110175003
-0.547260204328617,-0.200670402503867,0.233815378852986,0.500795169621197
-0.392875796170946,-0.381606374942135,0.171622985236396,0.506420834206246
-0.400886676446561,-0.335149778723681,0.237238156018194,0.502384817052014
-0.624708450274052,-0.242488365474447,0.286166657122289,0.492825584583892
-0.447313934366915,-0.22299822411707,0.216702560248162,0.502986061551789
-0.470095583979721,-0.249828860982864,0.21335220515775,0.503911381829105
-0.571764606764013,-0.34606174483813,0.198687135043568,0.509662861388247
-0.485589252440786,-0.229849675751131,0.275620368097582,0.490117920790281
-0.55581302815509,-0.259262208059286,0.256330814591263,0.48126480728654
-0.393942703605023,-0.205613395459729,0.270146379905592,0.533565198228832
-0.541350615684477,-0.256781880330783,0.22674245244559,0.504633321949327
-0.523172650754591,-0.218215111801402,0.247670103533933,0.496715532279228
-0.499418909494647,-0.190332010728717,0.25967480258229,0.533793958511609
-0.575170448396034,-0.224226191102825,0.304553756257879,0.536701171917264
-0.513811423987768,-0.124199605972573,0.255274654148126,0.505677079181174
-0.46369902382199,-0.298616588658738,0.283960123427777,0.487219328954752
-0.374714843913217,-0.34398702312365,0.268494801315682,0.499164084109223
-0.417469637764766,-0.196754391018099,0.258799334794185,0.493462758791258
-0.503815924295203,-0.286838268489821,0.232024016005164,0.4964100823365
-0.493976353033172,-0.16363299550885,0.25222221774361,0.476906634439361
-0.436311748723049,-0.296313753948174,0.285993686481085,0.505878286890839
-0.377672249938187,-0.162310369260694,0.169674245622904,0.469184122278535
-0.39595047902291,-0.273194559113288,0.194090701471844,0.498286912995238
-0.54411676598564,-0.32789437216993,0.234457646760227,0.501156432875311
-0.536839211204117,-0.338283586708266,0.336449332568953,0.466237470946673
-0.483971156496708,-0.200582560585438,0.303764405916576,0.548544291117719
-0.532476780406381,-0.159853719743956,0.234930403261064,0.472571653380394
-0.299083738470586,-0.205526425541915,0.194688293995418,0.504455891159751
-0.647275020935209,-0.325592864639947,0.205503597869743,0.467400854413146
-0.452049939581776,-0.28638155368831,0.235782015172332,0.522322449969598
-0.519034714456471,-0.313595517381242,0.224130283013116,0.527722094795429
-0.53773522913033,-0.220933979255185,0.248268590014346,0.514382222006476
-0.54759829855952,-0.242222573631143,0.271399652014524,0.491468288070809
-0.560699475054626,-0.200698511213151,0.271646341843159,0.514678448282284
-0.349745890472513,-0.175500324714112,0.212189607262004,0.487698348042935
-0.588668072181486,-0.28947062057654,0.251694332994378,0.459658897848023
-0.45799687796658,-0.208449185692197,0.255591443171286,0.498278917411102
-0.556210440800567,-0.105831231281693,0.279242389901584,0.520595360295487
-0.646852640389239,-0.336032105908722,0.207131567045923,0.43838891465948
-0.515409737409576,-0.159506087894948,0.248917860153341,0.488847290107555
-0.684615721203642,-0.174487673767424,0.206624931474776,0.468980742015942
-0.565065682527152,-0.217447865377565,0.216132750035681,0.481549617244833
-0.420078569822124,-0.309410807080088,0.21867446349608,0.51427550378825
-0.418051136400685,-0.223199313617346,0.170687773392408,0.474421848166873
-0.493937557645908,-0.355416470456948,0.20878134561582,0.472226304640867
-0.396821040922185,-0.223568323284828,0.253874293858849,0.494167302148402
-0.404009488812289,-0.128532654561671,0.267255093499728,0.516861638987918
-0.49912363750376,-0.200932888777889,0.214984869689033,0.481814056924567
-0.471028021815569,-0.172056869975917,0.243416532206138,0.484380399650174
-0.551525129330464,-0.321681155767635,0.225044155141486,0.491576260770051
-0.399712833716646,-0.321275704028529,0.276684274094105,0.532986870958485
-0.433384192796769,-0.308334819906919,0.201358491677463,0.453212329455802
-0.433616696264838,-0.348275338397202,0.246795016309274,0.498450581488039
-0.533990094218684,-0.261547022667286,0.2935305104452,0.491782753752479
-0.389834468270679,-0.225582480678122,0.250212495058902,0.482010589609884
-0.60642342363366,-0.345027695816005,0.246477755392965,0.496162058328541
-0.338465867690025,-0.371006263430797,0.247841640259178,0.488117720730598
-0.585163376109367,-0.287171969578684,0.245528436784302,0.505520823928023
-0.452264743425535,-0.318663990528426,0.273835272435698,0.514963551626562
-0.500621899857829,-0.239604489897521,0.296136167014604,0.523450802139398
-0.426425460951862,-0.273736820785131,0.239362980727669,0.541294227680768
