"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.0378770932139762,0.0719211424095829,0.0858056975427427,0.120455123409697,0.143601152084339,0.13668570215526,0.133122886506127,0.141593916860414,0.157025913644568,0.159366286116398,0.182120847736392,0.196537957000657,0.212422058400868,0.220613644703462,0.216013275262269,0.220603026662833,0.245252143086087,0.258116258730879,0.262596858986672,0.281423887110625,0.279634608399676,0.294260522341254,0.294711971806929,0.298823758071503,0.304434959277139,0.301610677094616,0.303514423748821,0.305521347772479,0.328044608864058,0.344300064553218,0.346477683225827,0.344071475645272,0.340453126945709,0.342436746151587,0.356569471016618,0.362787608806116,0.386153677250333,0.392223157546231,0.403580288786801,0.419705266425614,0.422841795711651,0.428352859560743,0.439591672032364,0.440015236100005,0.447231521479237,0.453401108216727,0.454790434615299,0.464384471806597,0.467398008894153,0.466803125809767,0.462121682089631,0.458816453093333,0.458729384575141,0.459958621876935,0.467962155200996,0.477026345464324,0.485188017082595,0.505644670626582,0.496418673223875,0.490506817694143,0.489430758720651,0.48421964876004,0.482956533633381,0.498456088079456,0.511368164909789,0.516256653702913,0.526181525633852,0.520863426045855,0.5222150192008,0.52568621244439,0.534082996098386,0.553023534815198,0.570672072650875,0.575350419828234,0.584161789637046,0.586701728394828,0.608743571357247,0.613478107595893,0.628758652398434,0.651127460768512,0.650182758125355,0.653730979973797,0.677602544478891,0.718122316865834,0.710052494673243,0.750647264160443,0.754444867729368,0.759000022968314,0.763245140009771,0.798480415504127,0.804405044470287,0.830449257588884,0.82751037337858,0.831554356604949,0.861882931720763,0.853297342430259,1.0024339978598,1.12965730902294,0,0
0.0778802767628603,0.0962197875426845,0.112982531515059,0.137929511479532,0.182234248226257,0.193154001500014,0.172833709299479,0.186450088472136,0.224331280323637,0.241592971149025,0.253665605891898,0.24987878662355,0.268060230088664,0.281676097770346,0.263645661257479,0.273500302007861,0.281922169878252,0.273646882319709,0.270387678239189,0.278139808873992,0.279491947636894,0.301418824239248,0.301632396154771,0.306074029640102,0.309523402451407,0.317969166440333,0.331208712252333,0.339828395137564,0.351822928391254,0.356243959375564,0.35935738386909,0.387946970867146,0.412870454737591,0.412495873378978,0.437487622271905,0.447637045660598,0.471123008315602,0.479544514843439,0.485098874431856,0.473721618562589,0.489131684454794,0.483509881700489,0.478612174634866,0.478824445298095,0.476492304417934,0.467691087570674,0.474454710238948,0.466294954302238,0.467760011105404,0.462008918081067,0.47522210895234,0.488561176931888,0.47906855824778,0.466211165284725,0.489874307855075,0.500318198267112,0.498818205098297,0.519880655200923,0.528404517016484,0.546656554372053,0.556943854440326,0.558911882109392,0.568793546165105,0.576490594478284,0.588156660445832,0.585120650649471,0.599234894124513,0.585873086184744,0.588172820776435,0.586780979057273,0.583880550035552,0.58024468058593,0.582116443880322,0.576395601368479,0.588143430913929,0.582893056769654,0.598166334657206,0.582313187280216,0.58570926943269,0.581043531348985,0.597998474166262,0.601272129930845,0.618751041674228,0.616420183071338,0.61519141556521,0.625430262653613,0.63506194238463,0.636130008999128,0.663013688129537,0.66346944902606,0.665385422807809,0.696547323890545,0.739155807362335,0.721077930138185,0.743047977372444,0.887890575861809,0.846522367619483,0.851404594306169,0.911528719629032,0
0.0629262980753394,0.0792613701339561,0.0816927834899979,0.114334568154438,0.165161747193302,0.19649516214719,0.198768977213808,0.186110568763172,0.1813443607027,0.203570120254782,0.196640570377588,0.19312665277726,0.19687997043012,0.205370836687673,0.212776300239257,0.230527197522004,0.232905339080615,0.231767913825292,0.240588608677589,0.2570662675806,0.245925985097024,0.262761204172346,0.269799860841786,0.265235026547601,0.265669938441024,0.273526879869135,0.296105977387122,0.307825209254764,0.296946679879129,0.30546057918702,0.307313996936848,0.317816850809584,0.324939498181738,0.327576614917873,0.333441520978126,0.341990244256739,0.339272648276188,0.341065659264329,0.352857748172696,0.354671664347313,0.35585570737514,0.365305151539231,0.360913569568317,0.366051025684715,0.370794851406982,0.383344275824509,0.388329456139704,0.376901543186139,0.374660222399884,0.377602546427799,0.379458814644529,0.381663670924055,0.380469699374831,0.394422216006153,0.394745189699686,0.392083452636053,0.395490519926033,0.397022077783684,0.393480399111761,0.405136313736564,0.424916491179388,0.435067326435588,0.433917708422105,0.454710473204622,0.43349103188147,0.447040281221961,0.442378918129399,0.447833350869109,0.441965484413135,0.422665972879467,0.414224617138716,0.418349027753411,0.424695821087723,0.421477293826252,0.427864236297031,0.430422911445777,0.435330242417078,0.443247599930599,0.446948500329004,0.443589577276291,0.445442599507512,0.445969197055227,0.442082993984683,0.440588158052305,0.449115116688646,0.538244327426611,0.584474719091406,0.603318367278854,0.62641978270206,0.702282654195365,0.708595591531,0.754130309337177,0.763304509492215,0.806669427400082,0.798316588032333,0.903787037889716,1.04361001723163,1.13253664439446,0,0
0.0785578099748599,0.0987207703889794,0.110757736653357,0.132126268736742,0.156017594016145,0.147546986975606,0.152927503661912,0.166532733122198,0.184511703953406,0.189509089536914,0.196331700692224,0.208142030567415,0.222818659120065,0.23363136571254,0.226476459657623,0.223628035243429,0.232711098351819,0.225678137220904,0.229118680737849,0.237640640207865,0.252731828522434,0.270894657250119,0.281796571935942,0.27849615042875,0.288900310938524,0.312357130757955,0.314240721541003,0.306652854958588,0.306605241068984,0.305360598689006,0.303316311982191,0.321019283488087,0.346308099745856,0.334385292103969,0.34180526385262,0.368261708987558,0.395887798147481,0.396144050884099,0.397061003842627,0.404177184602542,0.386745033876413,0.389075446204052,0.382125511492179,0.388012286229224,0.404902435706089,0.402371755290517,0.410726199427528,0.404248159282418,0.400284433935296,0.414659664174748,0.426765055706217,0.436484390905659,0.428021575152863,0.424819108849213,0.43865919152353,0.451372474409898,0.447583796342649,0.450818652136852,0.452208311846881,0.455445865168714,0.449322518242172,0.459138934862997,0.471251389307118,0.469965581712668,0.479440305068393,0.47881308674348,0.474004137566258,0.477758137459561,0.473153592254798,0.474641912553846,0.484414561993153,0.491058945581611,0.499857209852149,0.511442703215406,0.515516644902889,0.525506626514229,0.537156921886678,0.521257245176483,0.515192724182505,0.513960560010669,0.542634136629859,0.522062153825647,0.553223314668347,0.570786140113212,0.606546882297514,0.606935703647418,0.609703096405823,0.597854410886287,0.590326815952921,0.592848100799076,0.730793475533719,0.770886000784826,0.801251093189308,1.00770361709379,1.03567167662033,1.02875381633206,1.03374491137893,1.1373514221809,3.05151516119717,0
0.085568981604028,0.118418475271832,0.150988203180767,0.163170397423144,0.165920050356578,0.189407761005119,0.20045977059096,0.23310521651818,0.231651595037656,0.239224013771302,0.232716785961499,0.240281836679233,0.2559872778702,0.265304776850604,0.28435682689914,0.290837766260006,0.292012524429393,0.301966948883616,0.316960598267837,0.318122252441454,0.320108776057883,0.321282828797371,0.317945927936706,0.320175890098723,0.314181582829648,0.31955852458834,0.329062925847298,0.32777209009211,0.341783538772212,0.351754633528337,0.354795646932055,0.380148042809707,0.375015619677404,0.385176804647201,0.399426924293267,0.378186724159087,0.373379313237222,0.378363644231705,0.372769108883487,0.376232054082313,0.382095474010443,0.390784355651436,0.382602821198772,0.395229538554825,0.384094045358902,0.384398519663325,0.385145191144461,0.382390750860841,0.401268615608596,0.396860247689236,0.40250464840307,0.393789341571952,0.403261930038127,0.415873793118858,0.414298898923636,0.415957181349326,0.424325830246752,0.426273868476228,0.424881504455512,0.446802738240766,0.477957594792288,0.465428433186019,0.465862973073392,0.456785863762613,0.448805148063637,0.472376034756929,0.457161775419945,0.470337384020788,0.456890482283267,0.44049804399273,0.452586101333348,0.467293437185895,0.512701107998638,0.540724181410077,0.596494844763239,0.623344594320511,0.641110260976306,0.642771106822687,0.667084463866882,0.671508718850141,0.669969942386269,0.670099467855497,0.677392251410793,0.707103121488042,0.659266528488591,0.657673004753793,0.618911870730421,0.618909226928362,0.594722129681147,0.577343813318888,0.569376510660052,0.568217546405249,0.567388198677107,0.568446601128227,0.58020468707183,0.650859849852922,0.676572222831959,1.02902154484894,0,0
0.07560857726862,0.122277105548011,0.166972253641082,0.182178885250265,0.190166004725873,0.208927422622976,0.232811962465016,0.25261025795804,0.237840216785739,0.254487322959416,0.297096920242412,0.29722987899203,0.30456576135898,0.328394691653076,0.337521636513628,0.350557594325063,0.344518119001665,0.359093612204436,0.351948316957261,0.362220205952869,0.353679664170791,0.352073296997103,0.372688610215382,0.380164831366444,0.37994550873043,0.372946119009147,0.366678299642625,0.374386509766136,0.387103917020287,0.386695937503856,0.387579691237709,0.398218314884633,0.408900681879915,0.423680283050409,0.43628291977804,0.442608316061543,0.46705528285744,0.494451968532699,0.497067520278383,0.484315871940093,0.458156002550183,0.458248633124984,0.446934838920087,0.46590787288443,0.477505154170895,0.499751428114127,0.504652881035531,0.506690304793167,0.500447474289831,0.505517160346392,0.498004649207177,0.481475663569356,0.483676768880575,0.484861603179148,0.486831894784977,0.48940189913869,0.492039435337276,0.50822730999627,0.540950146788037,0.526883010999939,0.525652162493269,0.539845772106547,0.542445662409068,0.531910984331854,0.533032887465111,0.545687986093697,0.540058584526208,0.554436798774144,0.546178704112517,0.543885499724409,0.539824217427379,0.550159777889181,0.567984507089573,0.594228612481873,0.601573327038354,0.609960955863058,0.640267422282725,0.638280168806952,0.655077979219833,0.699215904538214,0.711717210017774,0.695047554774338,0.693003551420998,0.697030147614691,0.676583472551866,0.677228884856906,0.708483212137309,0.726185245661775,0.741487324822079,0.718910506792029,0.789639463887959,0.894482585505147,0.928503851686867,1.0103000184203,1.09183939964412,1.44791461369354,1.45902023346144,0,1.52285205330918,0
0.0748896578277789,0.0855318801731215,0.0931796857041594,0.126841437855601,0.143582424018648,0.156549480489727,0.159900848798509,0.179653173327745,0.194468829065394,0.207034607210284,0.232742088017913,0.253954485570816,0.284085190864773,0.291226712265256,0.299794812568224,0.296546607383299,0.295039755530526,0.286625862557484,0.287531863972973,0.309210574116042,0.294146880892301,0.301817918295074,0.298435339218634,0.302569417966378,0.317113503294148,0.326829015695604,0.349847531309011,0.367760533576913,0.381308929813966,0.377593386246616,0.387367905302388,0.402386622312629,0.397680049499388,0.408413808618041,0.434271449954411,0.459218558232001,0.467087915178991,0.46502466826554,0.466665120633064,0.467585600976049,0.48204697866466,0.46906326290124,0.480307641757664,0.476132729165202,0.46530877004785,0.475754869062838,0.472412635280561,0.468077798831396,0.463286973872504,0.471829964448632,0.468002058010033,0.465030776200863,0.465018478669928,0.458621108084401,0.472179341229588,0.472707922903656,0.474769780756216,0.491532774934821,0.500562423641805,0.513551395366059,0.507159479896939,0.506083224341127,0.515749814343166,0.529436113907874,0.534272749605836,0.550217941563257,0.559190088230336,0.56292710214366,0.570695441380485,0.569382332030973,0.576572404721311,0.590726877941314,0.588920040987153,0.599151985442514,0.599886705663171,0.599535779224257,0.611930429312905,0.612806541917888,0.620652088571226,0.631787866945898,0.6401365931288,0.637187606239485,0.647822460840031,0.665989018769522,0.693134407274539,0.718235772962876,0.711662999106528,0.720084980661281,0.748143749916465,0.7611121733034,0.741158402864735,0.744911319078953,0.786546075708736,0.791094768462283,0.779850038960028,0.788475545671913,0.808329710993642,1.53423406792448,1.78117457059259,0
0.110576333798378,0.149622728677542,0.185347843643167,0.214525631623596,0.224877700312231,0.219004813823189,0.252762501005971,0.271817199520323,0.287685322843064,0.32057492986456,0.311527730725181,0.328741536985323,0.356772734046862,0.37892314409897,0.385954392811897,0.397685080911666,0.388425060816757,0.38494846238276,0.395666641275319,0.419279231294274,0.415972344890652,0.419566629021867,0.431046519672174,0.432565985098197,0.441214812850294,0.446296984748544,0.452454321011393,0.463422597186533,0.468922384165185,0.477904467095643,0.489028610587649,0.479013087289355,0.489622413224098,0.496442231647929,0.4759980296187,0.481464693386484,0.511241781537073,0.524850332939209,0.521534852628481,0.530743074787363,0.562377637229022,0.581232288845241,0.60492536955419,0.624595974387782,0.633019873163019,0.629990173700692,0.635719183243941,0.658336248851167,0.668681251807274,0.667867514929856,0.666539873236457,0.651882873003251,0.652755906119156,0.663646673106646,0.655335065546739,0.658464384816506,0.64030441849676,0.623403167070361,0.636391646450182,0.642465944166624,0.641955661095636,0.630782473159056,0.644904934580054,0.664126220132819,0.664037257787014,0.685111913939018,0.682068671920738,0.690142393445676,0.697419601670508,0.714230750384107,0.71226231613905,0.698776944295779,0.707079913504098,0.719652669756616,0.720676925995826,0.711703985774154,0.706934022325727,0.728790285476792,0.735362232297794,0.730042554515221,0.760863197231085,0.799012511770193,0.842341390900918,0.811261401780675,0.795514863756849,0.838021867839526,0.889457095937293,0.886593338675067,0.926635254894546,0.932284920978489,0.936241485280519,0.902490965002259,0.961657410696851,0.990486587806495,0.995078059142828,1.05314764636582,1.05869292537758,1.13740348432972,1.06327520191444,0
0.0701248528928951,0.115231383806032,0.172177693513835,0.160707088515179,0.177755160572843,0.184822037445384,0.233842730482655,0.238980550023399,0.252623024363022,0.237379941198917,0.228258114152827,0.227183155112266,0.20534974648043,0.24126732996338,0.281096055362038,0.300218975798755,0.307413772861604,0.286091717617258,0.282468175805367,0.285802667444491,0.294116716782749,0.295866250720114,0.262014255655883,0.291434867898718,0.330631302067842,0.318665404850354,0.324174819888001,0.35065812297618,0.35484507583717,0.348987185354152,0.341491954196515,0.317402412188902,0.335097651848952,0.329426966975378,0.326108396264114,0.324750075911815,0.330145846251846,0.320886180235689,0.339402071041623,0.369928566714314,0.357110512035157,0.363708886526161,0.364255085318763,0.355991013058341,0.352812779214065,0.360811940734361,0.369225964478468,0.389832567493069,0.40868506163142,0.400184959692774,0.429678279724427,0.448640332130546,0.486955403203133,0.486730195282249,0.505873984277671,0.505080677070878,0.507132041295812,0.500911857909887,0.503938012713247,0.48957812992615,0.489282906444567,0.488107690586363,0.499518083629108,0.503896496217465,0.495286509143106,0.522156812406939,0.517052008277716,0.569702104420449,0.549377971086306,0.531184714707824,0.508022394612144,0.491681684711936,0.461057982315346,0.458813352711914,0.470051724776044,0.48423539127872,0.499952278025199,0.52538530865652,0.519304397182019,0.522610979920232,0.517498986200097,0.530542107174286,0.532122774764322,0.541015834436275,0.570420538280264,0.576658911146455,0.557559184628054,0.57339671489884,0.59143075072279,0.604523013632528,0.634704330981515,0.611674647345386,0.635832296747676,0.651001593621641,0.824044587142509,1.16319991870506,1.21847963403327,0,3.53470809198992,0
0.0872497629477494,0.124514208782032,0.143301179712164,0.148123089109862,0.17544843888666,0.225311571139897,0.249885756148842,0.252094213823551,0.26144601655438,0.264370640193703,0.244304035741204,0.265879708713441,0.262826130912538,0.268908138507172,0.277136765744459,0.298011049250337,0.298702176585375,0.324608437086044,0.343508834480903,0.363625682861317,0.374495871594289,0.38070616139083,0.383807026542599,0.407119236907657,0.451246495679182,0.490995820847643,0.49612241704142,0.493103758706055,0.495739089421511,0.495829126782268,0.495432436729646,0.508155080543977,0.524979642895652,0.534315812682755,0.562992046027419,0.574856144802057,0.598897291146106,0.609231144036159,0.605735527542584,0.621052884853779,0.625153922199136,0.617241741354422,0.623912686450371,0.626234058763552,0.610023312290806,0.603895423348184,0.6340931900424,0.612127345306989,0.636669986997842,0.614518165783341,0.601841411165336,0.60314481774225,0.593988340142069,0.592852884260758,0.608987256228338,0.60824966503602,0.60286660859634,0.616040774420453,0.598110118545189,0.609343597216205,0.594886035300356,0.580092629218659,0.598965304935785,0.59681643542507,0.603351225760615,0.620583682543626,0.62515295367467,0.609727575625852,0.621142450241391,0.610611553582715,0.602038787506732,0.592711486958541,0.584810983562852,0.583198355228675,0.573094307319068,0.582513027275693,0.593790368340921,0.608982722541418,0.609148620652651,0.617152649767177,0.630640509749885,0.617236550049613,0.609530720751799,0.610372897077404,0.618972361285271,0.648835594498289,0.673796614795815,0.690125452228164,0.690139756351109,0.688456991493031,0.69341473517558,0.69667638518581,0.688240942272773,0.725200065604652,0.722152809188187,0.782655579701218,0.838314767037978,0,0,0
