"V1","V2","V3"
0.993972298793537,-0.978679817950457,1.00049333581792
0.945222927783163,-0.944910054966474,0.979612593577088
1.0271171105665,-1.04481434101438,0.960497869951342
0.960344938263206,-1.00277084294708,1.00184223206299
0.979185284643669,-1.02369311505685,1.01843721214798
1.01515466960293,-1.00332703512844,0.972976080772864
1.01838783105212,-0.974016986600031,0.984467257871876
1.01221516314784,-0.975706455166773,0.971526432306367
1.0229102085156,-1.02024936316787,1.01854852483225
0.976710253318413,-0.917579639343949,0.963095286399191
1.0083578906701,-1.02236955164879,0.996871560189062
0.980406921251813,-1.00211945538569,1.01382346838003
1.01595106969544,-0.990543418508882,1.00230107368818
1.02421228624276,-1.01457487376321,1.04927209792851
0.981793172952305,-0.960584141503922,0.961192132199592
1.02349729737967,-0.975398852988944,0.973133185360714
1.02205337168227,-0.974182477619027,1.03230105027829
0.983306629543347,-1.01649305628781,1.0322973584452
0.999896871035367,-0.962194289586407,1.02710282365243
1.02219880417655,-0.919331185713517,0.940229345010166
0.965571397424221,-0.951292237863504,0.976005229837638
0.98986373681237,-1.03667726062094,1.05623059505304
0.988962568362149,-1.00375550060979,1.03393766916298
1.00926887207451,-0.999779107019994,0.992631674950999
1.03976829088394,-0.998629776641673,0.989710090557809
0.999428920573323,-1.01347526449331,0.972337519506655
0.974911070771387,-0.965321907363099,1.01165236169953
0.976871126042804,-1.00139093558387,0.973935663586686
0.979598460496118,-1.02240416265093,1.01134249263704
1.05763063510457,-1.02312671099486,0.992331452706914
1.01323104488557,-0.971797047018489,0.974414287941565
1.0030267591203,-0.936211023828185,0.957142336686989
0.984790205723582,-1.01052064335198,1.04497715825014
1.0506188221181,-1.01223603340303,1.00728707105105
0.984191884966869,-0.979646638272944,0.938043239788557
1.00710047727001,-1.00131044105616,0.999028372163423
0.972457549986234,-1.00851506330235,0.990898743104052
0.975737313962818,-1.00446333173657,0.936584346114879
1.00980319901988,-1.03832307103882,0.98987153169736
0.959457579567092,-1.02515660492532,1.01818668043155
0.980026310505851,-1.06177152032884,1.03521550399105
1.00561325225222,-0.979376980379777,0.985673522146039
0.992364804545392,-1.01007968182912,0.989820464636659
1.02338066136241,-1.0177117267613,0.997936706949501
0.977175362696004,-0.992035327159825,1.0316311689442
1.03330694357766,-1.03323847741672,0.999904669924807
1.05603370583104,-0.972142840500761,1.00628906447897
0.984541210964586,-1.00528451192064,1.01483650645775
0.997779145883812,-0.98622263970209,0.960377207664241
1.03478305255402,-0.993483117146314,1.01613511619825
1.02117155911259,-0.999233618758287,0.972212886121355
0.998358844848715,-1.01862280946703,1.03658993588375
1.0213079547982,-1.01154028118622,0.981902821110814
1.03101359816171,-0.949715182742048,0.989842024126034
1.01953484415255,-1.06186731891432,0.982794641234905
0.990635384382037,-0.991449167428866,0.987273301318307
1.00622494603662,-0.955495682614513,0.946808546369411
0.987624596165583,-0.917025047380314,0.988658657142011
1.00429369119583,-0.991586772497202,0.98296407270296
1.04751478452759,-1.02172818657332,0.970230271233346
1.01166909240299,-0.997071989814433,0.980381872232596
1.00821056693766,-0.955689546200204,0.972924996460943
1.015892130242,-1.01029976953812,0.989897925899524
1.01833562593664,-0.982262695263589,0.994216938758608
1.01374266666895,-0.991604876595545,1.01040227203925
0.997850440257638,-1.03149291581608,1.01565741979874
0.940937012417774,-0.986611440653334,1.0247144625482
1.0044302071403,-0.961321983339077,0.973981368219525
